"o.sites","counted","marked","yearname","year","pres.j1","pres.j2","pres.j3","count.j1","count.j2","count.j3","observer.j1","observer.j2","observer.j3","time.j1","time.j2","time.j3"
54,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.3",NA,NA,NA
55,"yes","no","yr2017",2017,0,0,0,0,0,0,"tech.3","tech.4","tech.4",260,125,275
56,"yes","no","yr2017",2017,0,0,0,0,0,0,"tech.3","tech.4","tech.4",160,355,175
57,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.4","tech.4",NA,NA,NA
58,"yes","yes","yr2017",2017,0,0,0,0,0,0,"tech.3","tech.2","tech.1",150,230,160
59,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.4","tech.2",NA,NA,NA
60,"yes","no","yr2017",2017,1,0,0,17,12,13,"tech.1","tech.3","tech.3",265,320,150
61,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.1",NA,NA,NA
62,"yes","yes","yr2017",2017,0,0,0,1,0,0,"tech.1","tech.4","tech.4",35,55,25
63,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.4",NA,NA,NA
64,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.4",NA,NA,NA
65,"yes","no","yr2017",2017,0,0,0,0,0,0,"tech.2","tech.4","tech.4",235,25,150
66,"no","no","yr2017",2017,0,1,0,NA,NA,NA,"tech.2","tech.1","tech.1",NA,NA,NA
67,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.4","tech.4",NA,NA,NA
68,"yes","yes","yr2017",2017,0,0,0,2,0,1,"tech.2","tech.4","tech.1",50,160,180
69,"yes","yes","yr2017",2017,0,0,0,0,1,0,"tech.1","tech.1","tech.2",90,250,10
70,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.3",NA,NA,NA
71,"yes","no","yr2017",2017,0,0,1,117,100,74,"tech.2","tech.4","tech.1",190,230,230
72,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.1","tech.3","tech.2",NA,NA,NA
73,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.4","tech.3",NA,NA,NA
74,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.4",NA,NA,NA
75,"yes","yes","yr2017",2017,0,0,0,0,1,6,"tech.4","tech.2","tech.1",250,355,300
76,"yes","yes","yr2017",2017,0,0,0,0,3,0,"tech.2","tech.4","tech.3",310,180,100
77,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.3",NA,NA,NA
78,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.4",NA,NA,NA
79,"yes","no","yr2017",2017,0,0,0,10,6,4,"tech.3","tech.2","tech.4",185,65,325
80,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.3",NA,NA,NA
81,"no","no","yr2017",2017,1,0,0,NA,NA,NA,"tech.3","tech.2","tech.2",NA,NA,NA
82,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.3",NA,NA,NA
83,"yes","yes","yr2017",2017,0,0,0,0,0,0,"tech.2","tech.2","tech.3",335,315,115
84,"yes","yes","yr2017",2017,0,1,0,74,105,41,"tech.3","tech.2","tech.2",305,245,355
85,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.4","tech.4","tech.2",NA,NA,NA
86,"yes","yes","yr2017",2017,0,0,0,0,0,0,"tech.4","tech.2","tech.4",15,295,355
87,"no","no","yr2017",2017,1,0,0,NA,NA,NA,"tech.4","tech.1","tech.2",NA,NA,NA
88,"yes","no","yr2017",2017,0,1,1,1,1,3,"tech.3","tech.1","tech.1",15,325,335
89,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.3",NA,NA,NA
90,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.1",NA,NA,NA
91,"yes","yes","yr2017",2017,0,0,0,0,0,0,"tech.2","tech.3","tech.1",200,205,55
92,"yes","no","yr2017",2017,0,1,0,0,2,0,"tech.2","tech.3","tech.4",55,110,135
93,"yes","yes","yr2017",2017,0,0,0,49,36,44,"tech.2","tech.4","tech.4",130,250,15
94,"yes","yes","yr2017",2017,0,0,0,20,25,19,"tech.3","tech.2","tech.4",205,250,255
95,"yes","yes","yr2017",2017,0,0,0,0,0,1,"tech.2","tech.3","tech.2",30,295,295
96,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.3",NA,NA,NA
97,"yes","no","yr2017",2017,0,0,0,6,4,3,"tech.1","tech.1","tech.1",300,250,350
98,"yes","yes","yr2017",2017,0,0,0,1,4,2,"tech.2","tech.3","tech.1",340,245,275
99,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.3",NA,NA,NA
100,"yes","yes","yr2017",2017,0,0,0,0,0,0,"tech.2","tech.4","tech.2",235,40,330
1,"yes","no","yr2018",2018,0,0,0,0,0,0,"tech.2","tech.4","tech.1",215,95,140
2,"no","no","yr2018",2018,1,0,1,NA,NA,NA,"tech.2","tech.3","tech.1",NA,NA,NA
3,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.1",NA,NA,NA
4,"yes","no","yr2018",2018,0,0,0,0,0,0,"tech.4","tech.3","tech.2",45,55,245
5,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.1","tech.3","tech.1",NA,NA,NA
6,"yes","no","yr2018",2018,0,0,0,1,0,2,"tech.3","tech.4","tech.4",10,300,75
7,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.4",NA,NA,NA
8,"yes","yes","yr2018",2018,1,0,0,6,8,10,"tech.1","tech.4","tech.4",285,65,325
9,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.2",NA,NA,NA
10,"yes","no","yr2018",2018,0,0,0,12,44,21,"tech.4","tech.4","tech.3",355,205,45
11,"yes","no","yr2018",2018,0,0,0,46,41,24,"tech.1","tech.2","tech.4",115,205,15
12,"yes","no","yr2018",2018,0,0,0,30,28,26,"tech.3","tech.3","tech.3",270,255,50
13,"yes","yes","yr2018",2018,0,0,0,0,0,0,"tech.1","tech.3","tech.4",315,155,285
14,"yes","yes","yr2018",2018,1,1,0,18,8,9,"tech.1","tech.2","tech.2",265,355,315
15,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.4",NA,NA,NA
16,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.2",NA,NA,NA
17,"yes","no","yr2018",2018,0,0,0,4,1,1,"tech.1","tech.3","tech.1",150,280,15
18,"no","no","yr2018",2018,0,1,0,NA,NA,NA,"tech.4","tech.4","tech.3",NA,NA,NA
19,"yes","no","yr2018",2018,0,1,0,0,1,0,"tech.1","tech.2","tech.1",35,155,50
20,"yes","no","yr2018",2018,0,0,0,0,0,0,"tech.4","tech.4","tech.3",30,345,220
21,"yes","no","yr2018",2018,0,0,0,1,1,0,"tech.2","tech.4","tech.1",145,230,220
22,"yes","no","yr2018",2018,0,0,0,0,2,1,"tech.2","tech.3","tech.4",55,80,255
23,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.2",NA,NA,NA
24,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.2","tech.4","tech.1",NA,NA,NA
25,"no","no","yr2018",2018,0,0,1,NA,NA,NA,"tech.2","tech.1","tech.4",NA,NA,NA
26,"yes","no","yr2018",2018,0,0,0,0,0,1,"tech.1","tech.4","tech.4",330,185,310
27,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.1",NA,NA,NA
28,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.1",NA,NA,NA
29,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.4","tech.4","tech.2",NA,NA,NA
30,"yes","no","yr2018",2018,0,0,1,8,9,10,"tech.1","tech.1","tech.3",315,160,275
31,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.3",NA,NA,NA
32,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.4",NA,NA,NA
33,"no","no","yr2018",2018,1,1,0,NA,NA,NA,"tech.4","tech.2","tech.1",NA,NA,NA
34,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.2","tech.1","tech.2",NA,NA,NA
35,"yes","no","yr2018",2018,0,0,0,3,0,0,"tech.1","tech.4","tech.4",205,105,310
36,"no","no","yr2018",2018,1,1,0,NA,NA,NA,"tech.2","tech.1","tech.4",NA,NA,NA
37,"yes","no","yr2018",2018,0,0,0,0,0,0,"tech.2","tech.2","tech.2",35,300,220
38,"yes","no","yr2018",2018,0,0,0,0,0,0,"tech.1","tech.2","tech.1",165,175,155
39,"yes","yes","yr2018",2018,0,0,0,1,0,0,"tech.4","tech.1","tech.4",60,25,175
40,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.3",NA,NA,NA
41,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.1",NA,NA,NA
42,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.4",NA,NA,NA
43,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.3",NA,NA,NA
44,"yes","no","yr2018",2018,1,1,0,5,3,4,"tech.2","tech.3","tech.3",235,345,290
45,"yes","no","yr2018",2018,0,1,0,10,9,15,"tech.4","tech.1","tech.4",10,295,75
46,"yes","yes","yr2018",2018,1,0,1,21,18,9,"tech.1","tech.4","tech.1",185,180,340
47,"no","no","yr2018",2018,0,1,0,NA,NA,NA,"tech.1","tech.4","tech.4",NA,NA,NA
48,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.1",NA,NA,NA
49,"yes","no","yr2018",2018,0,0,1,0,5,1,"tech.3","tech.4","tech.1",345,45,320
50,"yes","no","yr2018",2018,0,0,0,0,0,0,"tech.1","tech.3","tech.4",330,345,175
51,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.2","tech.1","tech.4",NA,NA,NA
52,"yes","no","yr2018",2018,1,0,1,0,0,0,"tech.1","tech.4","tech.1",360,235,30
53,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.1",NA,NA,NA
54,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.2","tech.4","tech.4",NA,NA,NA
55,"yes","no","yr2018",2018,0,0,0,0,0,0,"tech.2","tech.2","tech.2",170,310,190
56,"yes","no","yr2018",2018,0,0,0,0,0,0,"tech.1","tech.3","tech.2",335,280,320
57,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.4",NA,NA,NA
58,"yes","yes","yr2018",2018,0,0,0,1,0,0,"tech.2","tech.1","tech.2",20,230,270
59,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.1","tech.3","tech.4",NA,NA,NA
60,"yes","no","yr2018",2018,0,0,0,13,10,9,"tech.4","tech.1","tech.4",185,290,190
61,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.4",NA,NA,NA
62,"yes","yes","yr2018",2018,0,0,0,0,0,0,"tech.3","tech.2","tech.1",135,120,310
63,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.3",NA,NA,NA
64,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.4",NA,NA,NA
65,"yes","no","yr2018",2018,0,0,0,0,0,0,"tech.1","tech.1","tech.1",105,10,270
66,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.4","tech.4","tech.4",NA,NA,NA
67,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.2",NA,NA,NA
68,"yes","yes","yr2018",2018,0,0,0,0,1,0,"tech.1","tech.3","tech.3",165,170,155
69,"yes","yes","yr2018",2018,1,0,0,0,0,0,"tech.1","tech.3","tech.4",355,140,295
70,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.3",NA,NA,NA
71,"yes","no","yr2018",2018,1,0,0,81,37,67,"tech.3","tech.3","tech.3",120,15,65
72,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.1",NA,NA,NA
73,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.2","tech.4","tech.2",NA,NA,NA
74,"no","no","yr2018",2018,0,0,1,NA,NA,NA,"tech.1","tech.2","tech.3",NA,NA,NA
75,"yes","yes","yr2018",2018,0,1,0,10,3,8,"tech.2","tech.2","tech.1",140,130,125
76,"yes","yes","yr2018",2018,0,0,0,0,0,0,"tech.3","tech.1","tech.4",120,190,35
77,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.3",NA,NA,NA
78,"no","no","yr2018",2018,1,0,0,NA,NA,NA,"tech.1","tech.2","tech.2",NA,NA,NA
79,"yes","no","yr2018",2018,0,0,0,2,3,5,"tech.4","tech.2","tech.2",125,40,335
80,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.3",NA,NA,NA
81,"no","no","yr2018",2018,0,1,1,NA,NA,NA,"tech.3","tech.1","tech.1",NA,NA,NA
82,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.3",NA,NA,NA
83,"yes","yes","yr2018",2018,0,0,0,2,0,0,"tech.4","tech.3","tech.1",165,85,185
84,"yes","yes","yr2018",2018,1,1,0,82,85,59,"tech.3","tech.2","tech.2",185,225,65
85,"no","no","yr2018",2018,0,1,1,NA,NA,NA,"tech.2","tech.2","tech.2",NA,NA,NA
86,"yes","yes","yr2018",2018,0,0,0,0,2,0,"tech.2","tech.1","tech.4",270,325,270
87,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.4",NA,NA,NA
88,"yes","no","yr2018",2018,0,0,0,1,3,1,"tech.3","tech.3","tech.2",105,150,360
89,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.2",NA,NA,NA
90,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.4","tech.4","tech.2",NA,NA,NA
91,"yes","yes","yr2018",2018,0,0,0,0,1,0,"tech.2","tech.3","tech.4",205,190,190
92,"yes","no","yr2018",2018,0,0,0,1,0,1,"tech.1","tech.1","tech.3",140,260,30
93,"yes","yes","yr2018",2018,0,0,1,19,47,39,"tech.2","tech.2","tech.1",345,80,255
94,"yes","yes","yr2018",2018,0,1,1,16,16,14,"tech.2","tech.1","tech.3",290,70,30
95,"yes","yes","yr2018",2018,0,0,0,0,1,1,"tech.2","tech.1","tech.2",100,45,305
96,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.2","tech.4","tech.4",NA,NA,NA
97,"yes","no","yr2018",2018,0,0,0,2,1,2,"tech.3","tech.1","tech.1",110,105,115
98,"yes","yes","yr2018",2018,0,0,0,0,0,0,"tech.4","tech.3","tech.2",225,80,240
99,"no","no","yr2018",2018,0,0,0,NA,NA,NA,"tech.1","tech.3","tech.3",NA,NA,NA
100,"yes","yes","yr2018",2018,0,0,0,1,0,0,"tech.2","tech.3","tech.1",325,330,220
